name,season,wikipedia url,wikidata q id,imdb id,character name
Batman,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Batman,Q2695156,,
Carol Burnett,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Carol_Burnett,Q255565,0000993,Carol Burnett
Michael Cooney,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Michael_Cooney,Q6829443,,
Ruby Dee,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Ruby_Dee,Q234360,0002039,
Odetta Holmes,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Odetta_Holmes,Q237633,,
Mahalia Jackson,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Mahalia_Jackson,Q206466,0413810,
James Earl Jones,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:James_Earl_Jones,Q203960,0000469,Lemming #30
Ethel Kennedy,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Ethel_Kennedy,Q258661,0448026,
B. B. King,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:B._B._King,Q188969,0454475,B.B.
Reverend Frederick Douglas Kirkpatrick,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Frederick_Douglass_Kirkpatrick,Q20737932,,
Burt Lancaster,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Burt_Lancaster,Q160528,0000044,Burt
Ed Lipton,Season 1 (1969-1970),,,,
Don McLean,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Don_McLean,Q57339,,
Listen My Brother,Season 1 (1969-1970),,,,
Pat Paulsen,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Pat_Paulsen,Q7143911,0667323,
Lou Rawls,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Lou_Rawls,Q455821,0712675,
Jackie Robinson,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Jackie_Robinson,Q221048,0732697,
Rowlf the Dog,Season 1 (1969-1970),,,,
Tony Saletan,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Tony_Saletan,Q16091996,,
Pete Seeger,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Pete_Seeger,Q244441,,
Superman,Season 1 (1969-1970),https://community.fandom.com/wiki/Wikipedia:Superman,Q79015,,
Jess Adkins,Season 2 (1970-1971),,,,
Leon Bibb,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Leon_Bibb_(musician),Q1818862,,
Theodore Bikel,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Theodore_Bikel,Q215721,0000942,
Bonanza,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Bonanza,Q862187,,
Dave Broadfoot,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Dave_Broadfoot,Q3017127,0110378,
Carol Burnett,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Carol_Burnett,Q255565,0000993,Carol Burnett
Tim Conway,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Tim_Conway,Q1304952,0176792,
Michael Cooney,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Michael_Cooney,Q6829443,,
Bill Cosby,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Bill_Cosby,Q213512,0001070,Himsef
Reuben Figueroa,Season 2 (1970-1971),,,,
Peggy Fleming,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Peggy_Fleming,Q236546,,
Walt Frazier,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Walt_Frazier,Q348696,,
Arte Johnson,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Arte_Johnson,Q2864827,0424527,German Soldier
Listen My Brother,Season 2 (1970-1971),,,,
Cleavon Little,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Cleavon_Little,Q1099628,0001476,
National Theatre of the Deaf,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:National_Theatre_of_the_Deaf,Q1967764,,
Christopher Lofton,Season 2 (1970-1971),,,,
Jim Nabors,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Jim_Nabors,Q963787,0001561,
Pete Seeger,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Pete_Seeger,Q244441,,
Superman,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Superman,Q79015,,
Flip Wilson,Season 2 (1970-1971),https://community.fandom.com/wiki/Wikipedia:Flip_Wilson,Q3073760,0933400,
Nydia Caro,Season 3 (1971-1972),https://community.fandom.com/wiki/Wikipedia:Nydia_Caro,Q9051232,,
Bill Cosby,Season 3 (1971-1972),https://community.fandom.com/wiki/Wikipedia:Bill_Cosby,Q213512,0001070,Himsef
Reverend Jesse Jackson,Season 3 (1971-1972),https://community.fandom.com/wiki/Wikipedia:Jesse_Jackson,Q310586,0413666,
Reverend Frederick Douglas Kirkpatrick,Season 3 (1971-1972),https://community.fandom.com/wiki/Wikipedia:Frederick_Douglass_Kirkpatrick,Q20737932,,
National Theatre of the Deaf,Season 3 (1971-1972),https://community.fandom.com/wiki/Wikipedia:National_Theatre_of_the_Deaf,Q1967764,,
The New York Knicks,Season 3 (1971-1972),,,,
Baseball,Season 3 (1971-1972),https://community.fandom.com/wiki/Wikipedia:Baseball,Q5369,,
Pete Seeger,Season 3 (1971-1972),https://community.fandom.com/wiki/Wikipedia:Pete_Seeger,Q244441,,
Nina Simone,Season 3 (1971-1972),https://community.fandom.com/wiki/Wikipedia:Nina_Simone,Q174957,0800510,
Jimmy Collier,Season 4 (1972-1973),,,,
Paul Dooley,Season 4 (1972-1973),https://community.fandom.com/wiki/Wikipedia:Paul_Dooley,Q708097,0233209,Parrot
Stevie Wonder,Season 4 (1972-1973),https://community.fandom.com/wiki/Wikipedia:Stevie_Wonder,Q714,0005567,
Johnny Cash,Season 5 (1973-1974),https://community.fandom.com/wiki/Wikipedia:Johnny_Cash,Q42775,0143599,
June Carter Cash,Season 5 (1973-1974),https://community.fandom.com/wiki/Wikipedia:June_Carter_Cash,Q233253,0141745,
Jimmy Collier,Season 5 (1973-1974),,,,
Morgan Freeman,Season 5 (1973-1974),https://community.fandom.com/wiki/Wikipedia:Morgan_Freeman,Q48337,0000151,Easy Reader
The Harlem Globetrotters,Season 5 (1973-1974),https://community.fandom.com/wiki/Wikipedia:The_Harlem_Globetrotters,Q506754,,
[3],Season 5 (1973-1974),https://community.fandom.com/wiki/Wikipedia:The_Harlem_Globetrotters,Q506754,,
Lena Horne,Season 5 (1973-1974),https://community.fandom.com/wiki/Wikipedia:Lena_Horne,Q112307,0395043,
Krazy Kat,Season 5 (1973-1974),https://community.fandom.com/wiki/Wikipedia:Krazy_Kat,Q726731,,
Rita Moreno,Season 5 (1973-1974),https://community.fandom.com/wiki/Wikipedia:Rita_Moreno,Q230151,0001549,Teresa / Vocals on 'Women Can Be' / Liza / ...
Arthur Ashe,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Arthur_Ashe,Q53325,,
José Feliciano,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Jos%C3%A9_Feliciano,Q315784,0004913,
Rosey Grier,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Rosey_Grier,Q7368791,0340952,
Richie Havens,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Richie_Havens,Q505285,0369784,
Reverend Frederick Douglas Kirkpatrick,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Frederick_Douglass_Kirkpatrick,Q20737932,,
Ed Lipton,Season 6 (1974-1975),,,,
Whitman Mayo,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Whitman_Mayo,Q647436,0562924,
Zero Mostel,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Zero_Mostel,Q191952,0609216,
[1],Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Zero_Mostel,Q191952,0609216,
The Pointer Sisters,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:The_Pointer_Sisters,Q1161836,1429298,Singers 'Pinball Number Count #2' / Singers 'Pinball Number Count #10' / Singers 'Pinball Number Count #11' / ...
Richard Pryor,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Richard_Pryor,Q294912,0001640,
Helen Reddy,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Helen_Reddy,Q233362,0714761,
Pete Seeger,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Pete_Seeger,Q244441,,
Mary Lou Williams,Season 6 (1974-1975),https://community.fandom.com/wiki/Wikipedia:Mary_Lou_Williams,Q126677,,
Arthur Ashe,Season 7 (1975-1976),https://community.fandom.com/wiki/Wikipedia:Arthur_Ashe,Q53325,,
Judy Collins,Season 7 (1975-1976),https://community.fandom.com/wiki/Wikipedia:Judy_Collins,Q254576,0172423,The Sad Princess
The Deadly Nightshade,Season 7 (1975-1976),https://community.fandom.com/wiki/Wikipedia:The_Deadly_Nightshade,Q7729349,,
Rosey Grier,Season 7 (1975-1976),https://community.fandom.com/wiki/Wikipedia:Rosey_Grier,Q7368791,0340952,
Margaret Hamilton,Season 7 (1975-1976),https://community.fandom.com/wiki/Wikipedia:Margaret_Hamilton,Q16210802,,
Edgar Kendricks,Season 7 (1975-1976),,,,
Lily Tomlin,Season 7 (1975-1976),https://community.fandom.com/wiki/Wikipedia:Lily_Tomlin,Q229271,0005499,Edith Ann / Ernestine the Telephone Operator
Ray Barretto,Season 8 (1976-1977),https://community.fandom.com/wiki/Wikipedia:Ray_Barretto,Q740099,,
Richie Havens,Season 8 (1976-1977),https://community.fandom.com/wiki/Wikipedia:Richie_Havens,Q505285,0369784,
Edgar Kendricks,Season 8 (1976-1977),,,,
Anne Revere,Season 8 (1976-1977),https://community.fandom.com/wiki/Wikipedia:Anne_Revere,Q239770,0720843,
Paul Simon,Season 8 (1976-1977),https://community.fandom.com/wiki/Wikipedia:Paul_Simon,Q4028,0800328,
Judy Collins,Season 8 (1976-1977),https://community.fandom.com/wiki/Wikipedia:Judy_Collins,Q254576,0172423,The Sad Princess
Clarice Taylor,Season 8 (1976-1977),https://community.fandom.com/wiki/Wikipedia:Clarice_Taylor,Q372723,0852146,David's Grandma / Grace
[1],Season 8 (1976-1977),https://community.fandom.com/wiki/Wikipedia:Clarice_Taylor,Q372723,0852146,David's Grandma / Grace
Michael Christensen,Season 8 (1976-1977),,,,
Keola Beamer,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:Keola_Beamer,Q6393036,,
Winona Beamer,Season 9 (1977-1978),,,,
Richard Belzer,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:Richard_Belzer,Q542816,0001938,Man in Rowboat #1 / Man in Row Boat #1
Victor Borge,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:Victor_Borge,Q251417,0096493,
Ray Charles,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:Ray_Charles,Q544387,0153124,
Michael Christensen,Season 9 (1977-1978),,,,
The Deadly Nightshade,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:The_Deadly_Nightshade,Q7729349,,
Linda Moon Redfearn,Season 9 (1977-1978),,,,
Brian Doyle-Murray,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:Brian_Doyle-Murray,Q912103,0236519,Man in Rowboat #2 / Man in Row Boat #2
Judy Finelli,Season 9 (1977-1978),,,,
Ron Howard,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:Ron_Howard,Q103646,0000165,Richie Cunningham
James Earl Jones,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:James_Earl_Jones,Q203960,0000469,Lemming #30
Madeline Kahn,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:Madeline_Kahn,Q234068,0001404,The Commissioner of Fun and Games / Madeline
"George ""Boogie"" Kalama",Season 9 (1977-1978),,,,
Mummenschanz,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:Mummenschanz,Q674194,,
Paul Simon,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:Paul_Simon,Q4028,0800328,
Henry Winkler,Season 9 (1977-1978),https://community.fandom.com/wiki/Wikipedia:Henry_Winkler,Q343983,0001857,Fonzie / The Fonz
George Benson,Season 10 (1978-1979),https://community.fandom.com/wiki/Wikipedia:George_Benson,Q348459,,
Canadian Brass,Season 10 (1978-1979),https://community.fandom.com/wiki/Wikipedia:Canadian_Brass,Q1032066,,
The Deadly Nightshade,Season 10 (1978-1979),https://community.fandom.com/wiki/Wikipedia:The_Deadly_Nightshade,Q7729349,,
William Hickey,Season 10 (1978-1979),https://community.fandom.com/wiki/Wikipedia:William_Hickey,Q8012301,,
Gregory Hines,Season 10 (1978-1979),https://community.fandom.com/wiki/Wikipedia:Gregory_Hines,Q367653,0002138,Gregory the Great
Maurice Hines,Season 10 (1978-1979),https://community.fandom.com/wiki/Wikipedia:Maurice_Hines,Q6793202,0385697,
George Benson,Season 11 (1979-1980),https://community.fandom.com/wiki/Wikipedia:George_Benson,Q348459,,
C-3PO,Season 11 (1979-1980),,,,
Anthony Daniels,Season 11 (1979-1980),https://community.fandom.com/wiki/Wikipedia:Anthony_Daniels,Q441685,0000355,C-3PO
Canadian Brass,Season 11 (1979-1980),https://community.fandom.com/wiki/Wikipedia:Canadian_Brass,Q1032066,,
Carmen de Lavallade,Season 11 (1979-1980),,,,
Linda Moon Redfearn,Season 11 (1979-1980),,,,
Suzanne Farrell,Season 11 (1979-1980),https://community.fandom.com/wiki/Wikipedia:Suzanne_Farrell,Q452198,0268347,
Sir James Galway,Season 11 (1979-1980),https://community.fandom.com/wiki/Wikipedia:James_Galway,Q160371,,
Robert Gottfried,Season 11 (1979-1980),,,,
Gregory Hines,Season 11 (1979-1980),https://community.fandom.com/wiki/Wikipedia:Gregory_Hines,Q367653,0002138,Gregory the Great
Maurice Hines,Season 11 (1979-1980),https://community.fandom.com/wiki/Wikipedia:Maurice_Hines,Q6793202,0385697,
Frances Sternhagen,Season 11 (1979-1980),https://community.fandom.com/wiki/Wikipedia:Frances_Sternhagen,Q272412,0827973,
Mary Wickes,Season 11 (1979-1980),,,,
Victor Brady,Season 12 (1980-1981),,,,
Cab Calloway,Season 12 (1980-1981),https://community.fandom.com/wiki/Wikipedia:Cab_Calloway,Q273079,0130572,
Suzanne Farrell,Season 12 (1980-1981),https://community.fandom.com/wiki/Wikipedia:Suzanne_Farrell,Q452198,0268347,
Holly Near,Season 12 (1980-1981),https://community.fandom.com/wiki/Wikipedia:Holly_Near,Q1624891,0623783,
Itzhak Perlman,Season 12 (1980-1981),https://community.fandom.com/wiki/Wikipedia:Itzhak_Perlman,Q215905,0674221,
Fred Rogers,Season 12 (1980-1981),https://community.fandom.com/wiki/Wikipedia:Fred_Rogers,Q1275768,0736872,Mr. Rogers
Dale Soules,Season 12 (1980-1981),https://community.fandom.com/wiki/Wikipedia:Dale_Soules,Q26972355,0815831,Officer Landon / Security Officer
Harry Belafonte,Season 13 (1981-1982),https://community.fandom.com/wiki/Wikipedia:Harry_Belafonte,Q214959,0000896,
José Carreras,Season 13 (1981-1982),https://community.fandom.com/wiki/Wikipedia:Jos%C3%A9_Carreras,Q485165,0007168,
Richard Dawson,Season 13 (1981-1982),https://community.fandom.com/wiki/Wikipedia:Richard_Dawson,Q1354328,0206241,
Julius Erving,Season 13 (1981-1982),https://community.fandom.com/wiki/Wikipedia:Julius_Erving,Q209921,0259973,
Suzanne Farrell,Season 13 (1981-1982),https://community.fandom.com/wiki/Wikipedia:Suzanne_Farrell,Q452198,0268347,
14 Karat Soul,Season 13 (1981-1982),,,,
Madeline Kahn,Season 13 (1981-1982),https://community.fandom.com/wiki/Wikipedia:Madeline_Kahn,Q234068,0001404,The Commissioner of Fun and Games / Madeline
Diana Ross,Season 13 (1981-1982),https://community.fandom.com/wiki/Wikipedia:Diana_Ross,Q36290,0005384,
Harry Belafonte,Season 14 (1982-1983),https://community.fandom.com/wiki/Wikipedia:Harry_Belafonte,Q214959,0000896,
Giancarlo Esposito,Season 14 (1982-1983),https://community.fandom.com/wiki/Wikipedia:Giancarlo_Esposito,Q726142,0002064,Mickey
Hugh Franklin,Season 14 (1982-1983),https://community.fandom.com/wiki/Wikipedia:Hugh_Franklin_(actor),Q15524916,0291443,
Crystal Gayle,Season 14 (1982-1983),https://community.fandom.com/wiki/Wikipedia:Crystal_Gayle,Q434512,,
Howard Johnson,Season 14 (1982-1983),https://community.fandom.com/wiki/Wikipedia:Howard_Johnson,Q3787227,,
Marilyn Sokol,Season 14 (1982-1983),,,,
James Taylor,Season 14 (1982-1983),https://community.fandom.com/wiki/Wikipedia:James_Taylor,Q310300,0852510,
Billy Dee Williams,Season 14 (1982-1983),https://community.fandom.com/wiki/Wikipedia:Billy_Dee_Williams,Q358345,0001850,
[2],Season 14 (1982-1983),https://community.fandom.com/wiki/Wikipedia:Billy_Dee_Williams,Q358345,0001850,
Marv Albert,Season 15 (1983-1984),https://community.fandom.com/wiki/Wikipedia:Marv_Albert,Q6778062,0016548,
Roger Caras,Season 15 (1983-1984),,,,
Carol Channing,Season 15 (1983-1984),https://community.fandom.com/wiki/Wikipedia:Carol_Channing,Q237287,0151919,
Michael Davis,Season 15 (1983-1984),https://community.fandom.com/wiki/Wikipedia:Michael_Davis_(juggler),Q16207416,1392515,
Ben Harney,Season 15 (1983-1984),https://community.fandom.com/wiki/Wikipedia:Ben_Harney_(actor),Q4885794,0363664,Bernie
B. B. King,Season 15 (1983-1984),https://community.fandom.com/wiki/Wikipedia:B._B._King,Q188969,0454475,B.B.
Robert MacNeil,Season 15 (1983-1984),https://community.fandom.com/wiki/Wikipedia:Robert_MacNeil,Q573648,,
Sally Ride,Season 15 (1983-1984),https://community.fandom.com/wiki/Wikipedia:Sally_Ride,Q49285,,
Sid Caesar,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Sid_Caesar,Q555226,0128377,The Professor
Billy Crystal,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Billy_Crystal,Q186485,0000345,Ricky / Henry
Jane Curtin,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Jane_Curtin,Q234120,0004852,Cinderella
Ron Darling,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Ron_Darling,Q3026363,,
Ron Foster,Season 16 (1984-1985),,,,
"John Birks ""Dizzy"" Gillespie",Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Dizzy_Gillespie,Q49575,,
Ellen Greene,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Ellen_Greene,Q513009,0338746,
Herbie Hancock,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Herbie_Hancock,Q105875,0359372,
Geri Jewell,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Geri_Jewell,Q5550818,0422434,
Rosetta LeNoire,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Rosetta_LeNoire,Q536612,0502158,Mrs. Robinson
Loretta Lynn,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Loretta_Lynn,Q272931,0528750,
Menudo,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Menudo_(band),Q2555767,,
"John Moschitta, Jr.",Season 16 (1984-1985),"https://community.fandom.com/wiki/Wikipedia:John_Moschitta,_Jr.",Q12745112,0608321,Man with Long-Named Baby / Porter Pepper
Mandy Patinkin,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Mandy_Patinkin,Q267097,0001597,
Smokey Robinson,Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Smokey_Robinson,Q310332,0005373,
[1],Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Smokey_Robinson,Q310332,0005373,
[3],Season 16 (1984-1985),https://community.fandom.com/wiki/Wikipedia:Smokey_Robinson,Q310332,0005373,
Rubén Blades,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Rub%C3%A9n_Blades,Q474980,0001952,
Tempestt Bledsoe,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Tempestt_Bledsoe,Q541171,0088144,
Lisa Bonet,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Lisa_Bonet,Q232414,0000956,
Sid Caesar,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Sid_Caesar,Q555226,0128377,The Professor
Bill Cobbs,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Bill_Cobbs,Q862028,0167850,Lee
Tony Danza,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Tony_Danza,Q721963,0001103,
Danny DeVito,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Danny_DeVito,Q26806,0000362,Vincent Van Grouch / Vincent van Grouch
Phil Donahue,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Phil_Donahue,Q1336253,0004882,
Frances Foster,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Frances_Foster,Q5478651,0287804,Dorothy / Susan's Mother
Teri Garr,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Teri_Garr,Q233873,0000414,Amelia
Annabelle Gurwitch,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Annabelle_Gurwitch,Q4767721,0348800,
Patti LaBelle,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Patti_LaBelle,Q31013,0479458,
Yo-Yo Ma,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Yo-Yo_Ma,Q234891,,
Wynton Marsalis,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Wynton_Marsalis,Q273076,,
Itzhak Perlman,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Itzhak_Perlman,Q215905,0674221,
Keshia Knight Pulliam,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Keshia_Knight_Pulliam,Q454412,0700443,Keshia
The Sweeties,Season 17 (1985-1986),,,,
Malcolm-Jamal Warner,Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Malcolm-Jamal_Warner,Q1349215,0912528,
[1],Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Malcolm-Jamal_Warner,Q1349215,0912528,
[2],Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Malcolm-Jamal_Warner,Q1349215,0912528,
[3],Season 17 (1985-1986),https://community.fandom.com/wiki/Wikipedia:Malcolm-Jamal_Warner,Q1349215,0912528,
June Angela,Season 18 (1986-1987),,,,
Tichina Arnold,Season 18 (1986-1987),https://community.fandom.com/wiki/Wikipedia:Tichina_Arnold,Q456894,0036651,Tichina
Thomas Barbour,Season 18 (1986-1987),,,,
John Candy,Season 18 (1986-1987),https://community.fandom.com/wiki/Wikipedia:John_Candy,Q218532,0001006,
Bill Cobbs,Season 18 (1986-1987),https://community.fandom.com/wiki/Wikipedia:Bill_Cobbs,Q862028,0167850,Lee
Celia Cruz,Season 18 (1986-1987),https://community.fandom.com/wiki/Wikipedia:Celia_Cruz,Q474045,0190272,
